frame_number,blur_scores
0,7.081100018367063
1,6.078666569786027
2,6.15866174743192
3,6.1631510360068935
4,4.994123745857081
5,5.132002566819729
6,5.727572542378875
7,4.259684295692437
8,4.5912053441000475
9,7.474922732598365
10,8.140329352758076
11,8.24158657240703
12,8.114450629170737
13,8.798641951493671
14,7.098353091521135
15,8.443685344856164
16,8.656029584239555
17,6.879962850911444
18,8.911263432221999
19,7.638286513563359
20,8.61460019027205
21,8.871770823654781
22,7.597806212083732
23,8.987330246880084
24,8.845504909585502
25,7.493918306008773
26,8.137034141463545
27,8.825057870369438
28,7.523982439107361
29,7.3038705609459225
30,8.381643035400055
31,6.617413184765893
32,5.396566351303475
33,5.76202977987021
34,6.102836589136106
35,6.456782405264057
36,8.92922164349526
37,8.203951099525646
38,8.722223668590539
39,8.929975886002367
40,8.433306325954867
41,8.311936246039407
42,8.37761284673011
43,8.531626639537471
44,8.713749513995824
45,8.077810088682238
46,8.743498258656107
47,8.832016296860923
48,7.664673507208775
49,8.642835647566727
50,8.662617185657824
51,8.41282404935767
52,8.890381455390838
53,8.162315779245633
54,8.605489480396637
55,8.620528065203738
56,8.405748936479144
57,8.842717496136165
58,8.297970186985587
59,8.561826292426877
60,7.633761090776993
61,7.872121414247126
62,8.550179867775354
63,8.548389752830552
64,8.440355420496548
65,8.664133387685181
66,8.539955623226346
67,8.443064203927419
68,8.49144145036141
69,8.371499320854577
70,8.838057959032511
71,8.558473184494813
72,8.396545609157974
73,8.791958422661548
74,8.436334858048474
75,8.785387728459028
76,8.806856662079866
77,8.387770528858745
78,8.903742748615745
79,8.514269858570904
80,8.582588228944294
81,8.765994404590652
82,8.382841915512381
83,8.787454658720167
84,8.526684982605392
85,8.61275318235663
86,8.834289155140226
87,8.411909239968901
88,8.782036058456782
89,8.577977401080819
90,8.5208772044043
91,8.859788770018714
92,8.59043977834443
93,8.629737639316625
94,8.718181423052712
95,8.501539351550448
96,8.808078702288762
97,8.60388744202707
98,8.627539532018593
99,8.77102621956354
100,8.54340035277943
101,8.74926984471358
102,8.77787325684766
103,8.585130206007646
104,8.814506651222432
105,8.584442023405348
106,8.644774787454908
107,8.83804060560731
108,8.522498069714112
109,8.796342082658095
110,8.623394579447165
111,8.66987991310193
112,8.868928913615656
113,8.596453026623493
114,8.719718844848444
115,8.769879428155011
116,8.57252845169274
117,8.891040700519497
118,8.685953891782404
119,8.701328124887432
120,7.588284625548111
121,8.143486689755276
122,8.658926022180955
123,8.59404947517557
124,8.530889756386042
125,8.587695312069982
126,8.275830417175703
127,8.31340999621318
128,8.34974681712754
129,8.199857244690712
130,8.529570791623657
131,8.460145149153277
132,8.462602233962071
133,8.743839216430047
134,8.511597688388816
135,8.697094898834019
136,8.610749408122716
137,8.4695838148829
138,8.624767064958737
139,8.510659713104632
140,8.506127986098974
141,8.544702930214967
142,8.230828026537901
143,8.418092670679405
144,8.224207657748991
145,8.077452248984809
146,8.225849246819799
147,8.05143711330354
148,8.289652777769415
149,8.209469038369253
150,8.298392642330287
151,7.886840739516262
152,3.731359949014202
153,3.6757494185836217
154,2.7014028390359646
155,2.515085818699592
156,3.221301118097829
157,3.0014520454170674
158,3.273341516274915
159,3.192059220585986
160,3.1300130205800656
161,3.558588444043675
162,3.3062524112372906
163,3.18298417164623
164,2.7819405862104416
165,2.411371526940533
166,2.45331693381106
167,2.4890393518434797
168,2.909257798311258
169,2.783650652515215
170,2.652095857378078
171,2.3129644029217027
172,2.5482151539657636
173,2.8143257967892668
174,2.5583482734053407
175,2.327278627730005
176,2.316001611657211
177,2.5473413337090056
178,2.7709803827535504
179,2.453622178668506
180,2.4840629803271894
181,2.4105950992332486
182,2.505376626816922
183,2.7842399123808304
184,2.7997458236433874
185,2.919091903478374
186,2.5375380299255803
187,2.477653798680536
188,2.84315919514839
189,2.7640296500351496
190,2.979877440400624
191,2.8061785336499527
192,2.654421645276499
193,2.9314543727703235
194,2.287812957688087
195,2.6036723432931916
196,2.7609162454905976
197,2.553235384363663
198,2.9204556281667853
199,2.8305704412996677
200,2.8206423025030336
201,3.253914821747204
202,2.497557799505958
203,2.6868831634709864
204,2.9583125342877388
205,2.7604681924504524
206,3.3119231502766104
207,2.422486902807835
208,2.6589626275568268
209,3.1106630247997797
210,2.899747204717293
211,3.0125882103072117
212,2.8578659848625287
213,2.726515200861946
214,3.1599444580057208
215,2.9390759843284124
216,2.975900304349467
217,3.5239033051072033
218,3.0502767928949237
219,3.096674350532353
220,3.0366044099642324
221,2.9760734614331112
222,3.5036260016461287
223,3.065860755689239
224,3.057620051709131
225,3.3588073617047653
226,3.0158685222077475
227,3.5518190504220897
228,3.1035672125724596
229,3.0456297720273198
230,3.5168532737428424
231,2.7784447038226956
232,3.050391087828772
233,3.2614453000899375
234,3.054487364929831
235,3.5711077308460615
236,2.9900853551624205
237,2.975975592261256
238,3.613994957998398
239,3.068223363665231
240,2.2942404513049324
241,2.882367364558466
242,2.8783347561285506
243,3.6130246299144755
244,2.995548272761592
245,3.029094791800393
246,3.596857108488405
247,2.9491541068752847
248,3.637857341577394
249,2.4484866768617044
250,2.776162197058735
251,3.441589494916546
252,3.000869480680171
253,3.014049949750418
254,3.246869201084318
255,2.991563934349197
256,3.5621985690365303
257,3.1257373329582365
258,3.067303708341807
259,3.6575356646660615
260,2.260895536529769
261,2.772495657880052
262,2.8524907943893045
263,2.9233511705184334
264,3.656109649699834
265,2.27855612550633
266,2.671962270728612
267,3.291275050904492
268,2.3563310149425525
269,3.295159625118324
270,2.8052266515819295
271,2.792989447978503
272,3.3867587329984867
273,3.0231514826991592
274,3.013881609038308
275,3.4223200684428643
276,2.9388305120018408
277,3.5536882590871968
278,3.13000239842186
279,3.0776538132541815
280,3.459145915595208
281,2.3227358205868858
282,2.829278063611109
283,3.1867809604786053
284,3.0950067489300754
285,3.7289747298452425
286,3.1713801859835438
287,3.0736019319703782
288,3.7224237816625556
289,3.1117577828594345
290,3.636609272370279
291,3.236833999824727
292,3.138649205113837
293,3.6227102512931184
294,3.1544666229922513
295,3.2653824223324617
296,3.547071759146695
297,2.912333139158555
298,3.3300067472416313
299,2.8143176030393167
300,2.3386019464602996
301,3.5069511956518244
302,2.791469416846757
303,3.1623186363691165
304,3.2371387455523206
305,3.074865406158824
306,3.7379084483984637
307,3.096813739206005
308,3.0939154077830784
309,3.6858106584125405
310,2.997766678168319
311,3.8230434857206106
312,3.202893030677986
313,3.0988599289873044
314,3.8130135555293494
315,3.135205393137479
316,3.4259769847356503
317,3.6073032001055227
318,3.23515860428045
319,3.952197110050006
320,3.1940542814582984
321,3.2590740493576704
322,4.136080687946075
323,3.1663478105540084
324,3.5573041764308027
325,3.483489068025584
326,3.32345046747269
327,4.273694993341301
328,3.2987909687278885
329,3.410884928385186
330,3.8923987229214516
331,3.2351340522839336
332,4.238672831286287
333,3.401566825391331
334,3.396275547848202
335,4.10467011417249
336,3.249237049672924
337,3.5822926225994496
338,3.61721304156887
339,3.293814123080951
340,4.120691052586342
341,3.421260583623538
342,3.464508542491771
343,4.333115779744963
344,3.3304711131180316
345,3.709129022761009
346,3.3790586267337286
347,3.3220548261456733
348,4.338880171493627
349,3.33970095387502
350,3.448514127084844
351,3.7466111814617817
352,3.360249760421426
353,4.476659813816818
354,3.4773446198407476
355,3.423637571902363
356,4.30238703685749
357,3.3974546086640878
358,3.8664211616987116
359,3.5865504245164415
360,2.5241435183845597
361,3.869524975684313
362,3.187097304484096
363,3.430141291491394
364,4.143479931550387
365,3.4028419054542742
366,4.075604726875632
367,3.475424341691046
368,3.4122366514792284
369,4.5689419069215464
370,3.453467318734426
371,3.665776332209265
372,3.7359514550310085
373,3.446394663623076
374,4.70922981413958
375,3.451491111301631
376,3.512134444625291
377,4.3389394958224
378,3.4830391135151926
379,4.3204272344244155
380,3.615450404006035
381,3.5234861505767436
382,4.619247174605075
383,3.4699816356685087
384,3.7532223872813444
385,4.0773186423628625
386,3.5240036032008226
387,4.526340141658261
388,3.5860430622700274
389,3.6250563514571112
390,4.824116948544479
391,3.5159370079732417
392,3.9250371166587987
393,3.6957103388305605
394,3.5941478311148853
395,5.112855886813378
396,3.597234746728384
397,3.581127506442508
398,4.164466120352945
399,3.533701746849243
400,4.78166133089884
401,3.641352198177293
402,3.5907686369151866
403,4.75378227012691
404,3.5115581153089366
405,3.99062547592142
406,3.9254836886914823
407,3.5625356370881414
408,4.854675909470343
409,3.524841807141482
410,3.675676109148609
411,4.583248927059209
412,3.4684871583349923
413,4.141872106406129
414,3.409997094812147
415,3.2190215005280125
416,4.8615475315281795
417,2.9924382713667868
418,3.117866481531345
419,3.360984277442128
420,2.5161776367103794
421,2.8303713322634074
422,2.56609567847651
423,2.420244948097513
424,2.6378404688780055
425,2.729114564575325
426,2.5840885391512085
427,2.8165026971557428
428,2.6499160872336325
429,2.4669883251102407
430,2.7754865747380557
431,2.6179904513495846
432,2.8108376733876117
433,2.6068354544096675
434,2.526689324077414
435,2.7206655050832675
436,2.7720948755688437
437,2.839781037808643
438,2.9125988448026856
439,2.5888107613734337
440,2.7328925171726377
441,2.690472074615706
442,2.557154661354699
443,2.9828534172708125
444,2.585445564267928
445,2.6289766257203677
446,2.9465552407233164
447,2.8010334591542723
448,3.0928250211199666
449,2.9664428857539096
450,2.860511153259883
451,3.0347453308933425
452,2.2700747491258317
453,2.6456249972873267
454,2.645325029277527
455,2.6793754700569874
456,2.948149084812205
457,2.836071059236673
458,2.8342987783777676
459,3.2450337279092007
460,2.856273121578643
461,2.906787699781294
462,3.13914874316673
463,3.025205389743846
464,3.401328535099087
465,2.352062069580747
466,2.6951354828087846
467,3.132919538692176
468,2.971273616212491
469,3.1810295772848427
470,2.955773980648467
471,2.826201235912843
472,3.3350732910072516
473,3.016882661568923
474,3.0517244882526326
475,3.552413152634289
476,3.0397053313802
477,3.186610722793186
478,3.139078865790604
479,3.0642399495768293
480,2.750360717088757
481,2.1771826759053483
482,2.6420529464991453
483,3.1442317500415156
484,2.9249941863934596
485,3.405045802059212
486,2.4796059909208323
487,2.648650173181093
488,3.2075998124289944
