0,76.69725712200838
1,74.58651827120886
2,73.91274107678484
3,71.75602092183712
4,68.24044745278283
5,65.7219717896032
6,63.01573836074542
7,62.231825137019854
8,60.627649112617604
9,56.885942258272706
10,52.84965887480857
11,51.41355850167801
12,51.40405593034765
13,51.40270147740645
14,51.45786851833108
15,51.62536306088916
0,76.69725712200838
1,74.58651827120886
2,73.91274107678484
3,71.75602092183712
4,68.24044745278283
5,65.7219717896032
6,63.01573836074542
7,62.231825137019854
8,60.627649112617604
9,56.885942258272706
10,52.84965887480857
11,51.41355850167801
12,51.40405593034765
13,51.40270147740645
14,51.45786851833108
15,51.62536306088916
16,51.330072409224925
17,51.39623360697303
18,51.72373388707135
19,51.56318292429225
20,51.88490229868077
21,51.742361435192464
22,51.72925871793743
23,51.26248655115157
24,51.50874076945294
25,51.346707054161556
26,51.40450757487369
27,51.464715604141105
28,51.10285139602419
29,51.43155193043114
0,76.69725712200838
1,74.58651827120886
2,73.91274107678484
3,71.75602092183712
4,68.24044745278283
5,65.7219717896032
6,63.01573836074542
7,62.231825137019854
8,60.627649112617604
9,56.885942258272706
10,52.84965887480857
11,51.41355850167801
12,51.40405593034765
13,51.40270147740645
14,51.45786851833108
15,51.62536306088916
16,51.330072409224925
17,51.39623360697303
