time,y_value
0.136112,1080
0.136112,1080
0.136112,858
0.425841,589
0.453612,589
0.480631,589
0.506826,590
0.533313,590
0.870964,589
3.620895,1019
3.647788,1080
3.674633,1080
3.701027,1080
3.780244,679
3.806938,821
3.833032,820
3.833032,598
3.859855,792
3.859855,525
3.888014,640
3.888014,398
3.888014,177
3.915807,1080
3.915807,410
3.915807,277
3.943346,1080
3.943346,1080
3.943346,640
3.943346,316
3.971582,1080
3.971582,1069
3.971582,913
3.971582,587
3.997858,1080
3.997858,758
4.024147,830
4.024147,583
4.052236,1080
4.052236,630
4.052236,417
4.079322,424
4.079322,324
4.105811,633
4.105811,584
4.105811,353
4.132605,674
4.160045,708
4.187039,706
4.187039,596
4.213974,600
4.213974,487
4.241222,430
4.268646,640
4.268646,460
4.29521,679
4.321964,676
4.350937,664
4.379281,595
4.405908,588
4.432381,663
4.459207,670
4.486169,670
4.511594,625
4.538587,568
4.564914,650
4.593487,666
4.619232,667
4.645523,644
4.671579,568
4.698841,627
4.725237,663
4.751137,663
4.778278,655
4.804272,589
4.830904,607
4.856529,659
4.882258,631
4.907496,659
4.934955,611
4.961738,583
4.987967,649
5.014284,657
5.040927,658
5.067913,628
5.12029,634
5.14638,654
5.172233,655
5.198526,642
5.225382,579
5.252528,616
5.279549,652
5.306412,651
5.334109,648
5.360526,598
5.386976,592
5.413436,647
5.441103,648
5.46704,649
5.495428,614
5.523557,580
5.554553,636
5.58064,646
5.607553,647
5.633059,627
5.658924,569
5.685403,622
5.712601,644
5.737908,644
5.77003,635
5.796451,585
5.822555,609
5.848427,642
5.875343,640
5.901334,640
5.928271,600
5.954114,592
5.980941,637
6.006997,639
6.03476,640
6.061634,613
6.088406,579
6.115552,628
6.142907,638
6.169148,638
6.196091,624
6.221908,577
6.248391,616
6.274119,636
6.301061,636
6.327812,631
6.354617,589
6.380628,604
6.407524,634
6.460836,634
6.486972,603
6.513368,589
6.539511,628
6.565594,632
6.591822,632
6.618613,612
6.644868,578
6.644868,545
6.670874,620
6.698069,631
6.724337,631
6.750925,620
6.776838,581
6.803467,611
6.829407,629
6.856134,629
6.882981,626
6.909841,592
6.936031,599
6.962525,626
7.014997,627
7.041351,602
7.067964,589
7.094486,622
7.120746,626
7.147259,626
7.174431,611
7.227723,615
7.254923,625
7.28119,625
7.308347,617
7.336116,584
7.362096,607
7.388218,624
7.414814,624
7.414814,596
7.441419,621
7.468078,593
7.4943,597
7.519656,622
7.573328,622
7.598503,602
7.625348,588
7.65172,618
7.679005,622
7.705475,622
7.732299,609
7.784432,611
7.811432,620
7.837505,620
7.863715,614
7.890069,587
7.916169,603
7.941808,619
7.968833,619
7.968833,594
7.994986,617
8.022067,593
8.048978,597
8.074724,617
8.127472,618
8.153847,600
8.180503,588
8.206488,614
8.233113,618
8.25985,618
8.28601,606
8.339046,609
8.365202,617
8.39233,617
8.418367,611
8.446427,586
8.472709,602
8.498575,616
8.551463,614
8.578609,594
8.604078,596
8.631395,614
8.682666,614
8.708661,600
8.73596,589
8.762633,611
8.788966,614
8.814856,614
8.840757,605
8.893171,606
8.918953,614
8.945174,614
8.971713,609
8.998006,588
9.024679,601
9.05221,613
9.103769,611
9.130192,594
9.156552,596
9.182482,611
9.236492,612
9.262762,599
9.302305,589
9.337968,608
9.378466,612
9.404805,612
9.430446,604
9.483251,605
9.511311,611
9.537852,611
9.564925,606
9.618815,600
9.645057,610
9.697492,608
9.724335,593
9.750319,594
9.776694,609
9.829444,609
9.85663,598
9.882173,590
9.909655,606
9.935569,609
9.963541,609
9.990101,601
10.044494,603
10.071696,608
10.098116,609
10.124468,604
10.177911,599
10.204933,608
10.257398,606
10.283958,592
10.31247,595
10.338945,606
10.389931,607
10.415599,596
10.477719,604
10.547837,607
10.574271,600
10.628153,602
10.654205,607
10.68057,607
10.707473,602
10.761919,599
10.789648,606
10.842533,604
10.869419,592
10.896163,595
10.923595,605
10.976026,605
11.003163,596
11.029844,592
11.057225,603
11.109989,605
11.136773,598
11.190109,601
11.268949,602
11.324079,598
11.349603,604
11.404173,602
11.431653,591
11.457695,596
11.4937,604
11.547145,603
11.547145,171
11.574673,813
11.574673,259
11.574673,105
11.601674,888
11.601674,797
11.601674,637
11.629469,795
11.629469,888
11.629469,795
11.629469,637
11.657723,712
11.657723,533
11.657723,383
11.684958,448
11.684958,251
11.712012,1080
11.712012,394
11.712012,230
11.73874,1080
11.73874,1080
11.73874,519
11.766402,1055
11.766402,852
11.766402,764
11.794582,1080
11.794582,857
11.821896,747
11.821896,589
11.821896,731
11.821896,492
11.848756,498
11.848756,294
11.876721,492
11.876721,280
11.904427,744
11.904427,496
11.931351,794
11.958327,794
11.984818,695
11.984818,473
12.012114,469
12.012114,304
12.040097,498
12.067375,640
12.067375,447
12.095292,730
12.122768,727
12.148951,663
12.175605,572
12.201672,538
12.229201,653
12.229201,542
12.255613,681
12.28212,681
12.30826,627
12.335158,566
12.365016,628
12.392474,676
12.419454,676
12.44537,658
12.4725,592
12.498697,608
12.526118,668
12.553061,660
12.579391,669
12.605715,621
12.632579,587
12.659674,658
12.685994,666
12.712327,666
12.737392,638
12.789618,643
12.815451,663
12.840686,663
12.867212,650
12.894142,590
12.919562,622
12.945536,661
12.973068,660
12.999892,657
13.027412,607
13.0543,604
13.079856,655
13.105666,657
13.132451,658
13.158583,624
13.185672,585
13.212442,644
13.239265,655
13.264642,655
13.29086,636
13.318901,580
13.344466,630
13.370665,652
13.397327,652
13.424043,645
13.451071,596
13.477788,615
13.504535,649
13.55632,648
13.581775,611
13.607602,599
13.63443,644
13.661745,647
13.689043,648
13.714764,623
13.741191,584
13.766601,635
13.793721,646
13.820065,646
13.845733,633
13.872395,586
13.897909,623
13.928167,644
13.955079,644
13.981491,639
14.008292,599
14.035695,609
14.060983,642
14.113734,642
14.140079,612
14.177106,593
14.203276,636
14.228182,641
14.254278,641
14.279635,622
14.331892,627
14.374883,639
14.401626,639
14.428651,630
14.454459,591
14.481728,615
14.508921,638
14.535561,637
14.562091,635
14.58838,603
14.614794,604
14.641048,635
14.668496,634
14.668496,598
14.694739,635
14.720817,612
14.748235,594
14.775611,630
14.802555,634
14.828759,635
14.855343,620
14.907663,622
14.934412,634
14.961323,634
14.986553,626
15.013276,593
15.039869,614
15.066121,632
15.093349,632
15.093349,604
15.119241,630
15.146891,602
15.17367,604
15.199237,630
15.225983,630
15.225983,594
15.252389,630
15.277763,611
15.30377,596
15.329123,625
15.355621,630
15.38186,630
15.40882,618
15.460986,619
15.486989,629
15.513729,628
15.540438,623
15.567818,595
15.593243,611
15.619516,627
15.672918,625
15.698285,604
15.725004,602
15.752157,624
15.778291,626
15.778291,590
15.804408,626
15.83138,610
15.85876,595
15.885258,621
15.911788,625
15.937775,625
15.963287,615
16.016266,616
16.042612,624
16.069228,624
16.095488,619
16.122529,596
16.149966,609
16.176409,624
16.228539,622
16.254888,603
16.281125,603
16.307025,622
16.360564,623
16.386242,609
16.41297,597
16.438951,618
16.464113,622
16.489496,622
16.516399,614
16.569209,613
16.595799,622
16.622599,622
16.648241,617
16.673796,597
16.698938,608
16.725883,620
16.777791,619
16.803434,603
16.828955,602
16.856338,619
16.908244,620
16.933861,608
16.959668,597
16.984986,615
17.012392,619
17.037661,619
17.064576,612
17.118806,612
17.144532,619
17.170717,619
17.19636,614
17.222881,597
17.250066,608
17.277388,618
17.329693,616
17.356649,602
17.383976,603
17.41031,616
17.462925,617
17.489235,606
17.542121,614
17.568365,617
17.59542,617
17.622197,610
17.674655,611
17.702764,617
17.728432,617
17.754589,612
17.805955,607
17.831854,616
17.884665,614
17.910398,602
17.936521,603
17.963013,615
