Date,Open,High,Low,Close,Adj Close,Volume
2022-05-06,29584.083984,29625.261719,28806.453125,29207.779297,29207.779297,30629762771
2022-05-07,29209.060547,29279.908203,28316.253906,28770.996094,28770.996094,19754372703
2022-05-08,28771.794922,28771.794922,27455.716797,27632.826172,27632.826172,29826444110
2022-05-09,27633.435547,27818.541016,24559.285156,24559.285156,24559.285156,51357167970
2022-05-10,24540.398438,26377.583984,24287.152344,25207.134766,25207.134766,48598442803
2022-05-11,25201.671875,25886.740234,23003.507813,23653.097656,23653.097656,57537117745
2022-05-12,23653.406250,24521.156250,21615.914063,23801.814453,23801.814453,54891129547
2022-05-13,23788.015625,25323.392578,23579.232422,23881.660156,23881.660156,34938822070
2022-05-14,23883.730469,24617.037109,23402.285156,24542.406250,24542.406250,23301967122
2022-05-15,24540.220703,25542.068359,24074.792969,25539.556641,25539.556641,21077194085
2022-05-16,25538.953125,25539.744141,23828.908203,24229.070313,24229.070313,26461057266
2022-05-17,24228.656250,24641.814453,23735.312500,24365.574219,24365.574219,23304983786
2022-05-18,24364.470703,24509.578125,23265.861328,23265.861328,23265.861328,25343726586
2022-05-19,23265.931641,24319.253906,23251.125000,24323.130859,24323.130859,27098598596
2022-05-20,24320.550781,24598.921875,23099.929688,23375.017578,23375.017578,24614696279
2022-05-21,23374.312500,23692.902344,23243.308594,23567.472656,23567.472656,13832603911
2022-05-22,23567.669922,24325.261719,23441.722656,24252.791016,24252.791016,17300812983
2022-05-23,24241.333984,24358.519531,23047.566406,23155.107422,23155.107422,25052581162
2022-05-24,23156.871094,23734.984375,23012.576172,23645.644531,23645.644531,21222458322
2022-05-25,23643.689453,24058.462891,23534.876953,23488.064453,23488.064453,21869378643
2022-05-26,23489.984375,23718.931641,22500.490234,23195.972656,23195.972656,29145785753
2022-05-27,23183.226563,23250.378906,22429.636719,22667.943359,22667.943359,28966436956
2022-05-28,22664.023438,22816.271484,22610.132813,22816.271484,22816.271484,28125183001
2022-05-29,22978.570313,23351.361328,22837.023438,23324.320313,23324.320313,14332275988
2022-05-30,23322.267578,25244.650391,23204.824219,25088.564453,25088.564453,31060212243
2022-05-31,25086.566406,25568.402344,24877.716797,25212.828125,25212.828125,26597410867
2022-06-01,25213.021484,25344.332031,23623.013672,23873.623047,23873.623047,32956083470
2022-06-02,23870.265625,24333.886719,23740.341797,24222.169922,24222.169922,23121926259
2022-06-03,24222.423828,24357.367188,23474.906250,23785.404297,23785.404297,20959729340
2022-06-04,23786.804688,23966.509766,23621.746094,23888.318359,23888.318359,13282922396
2022-06-05,23890.082031,24116.390625,23681.355469,23942.554688,23942.554688,13821212466
2022-06-06,23945.455078,25279.486328,23931.283203,25049.292969,25049.292969,25509756774
2022-06-07,25050.146484,25009.673828,23456.468750,24751.001953,24751.001953,32389888761
2022-06-08,24747.826172,24845.933594,23833.259766,24093.441406,24093.441406,24115532047
2022-06-09,24094.177734,24453.105469,24038.576172,24103.871094,24103.871094,17363885786
2022-06-10,24102.535156,24200.972656,23537.558594,23616.572266,23616.572266,24252928554
2022-06-11,23617.273438,23874.884766,22925.517578,23026.681641,23026.681641,22122011472
2022-06-12,23038.007813,23137.343750,21961.628906,22833.265625,22833.265625,25806151680
